10.554,-0.390,2.602,-0.4708,0.0160,0.0221,29.20
10.319,-0.330,2.670,-0.5260,0.0157,0.0493,29.20
10.106,-0.376,2.595,-0.5300,0.0216,0.0786,29.19
9.965,-0.385,2.442,-0.4586,0.0445,0.0922,29.18
9.989,-0.431,2.272,-0.4005,0.0690,0.0853,29.18
9.929,-0.280,2.152,-0.3944,0.0874,0.0618,29.20
9.503,-0.065,2.083,-0.4277,0.1228,0.0605,29.17
9.026,-0.002,2.004,-0.4719,0.1442,0.0717,29.19
8.825,0.132,1.872,-0.5079,0.1466,0.0842,29.20
9.057,0.225,1.753,-0.5313,0.1226,0.1180,29.19
9.421,0.189,1.786,-0.5540,0.0749,0.1202,29.17
9.732,0.067,2.042,-0.5438,0.0051,0.1090,29.19
10.056,0.096,2.289,-0.5236,-0.0621,0.1151,29.19
10.166,0.127,2.442,-0.4954,-0.1066,0.1340,29.17
10.302,0.148,2.523,-0.4804,-0.1335,0.1085,29.19
10.209,0.000,2.586,-0.4455,-0.1439,0.0520,29.18
10.008,-0.022,2.622,-0.4138,-0.1439,-0.0024,29.19
9.965,-0.079,2.267,-0.4010,-0.0922,-0.0242,29.19
9.819,-0.124,2.263,-0.3858,-0.0304,-0.0440,29.18
9.565,-0.144,2.306,-0.4141,0.0003,-0.0911,29.19
9.158,-0.160,2.497,-0.3944,0.0027,-0.1434,29.20
