545394,31.30,54.42,8.286,-0.606,3.608,1.333,0.451,0.430,9.058,9.580
545444,31.29,54.41,8.899,-0.141,4.513,0.975,0.147,0.293,9.979,9.620
545495,31.30,54.40,8.260,0.247,4.343,0.553,-0.061,0.181,9.335,9.591
545545,31.29,54.40,9.112,0.010,5.131,-0.046,0.267,-0.233,10.458,9.678
545596,31.28,54.43,9.957,0.117,4.846,-0.307,0.254,-0.197,11.075,9.818
545644,31.28,54.41,9.268,0.251,5.054,0.039,0.185,-0.120,10.559,9.892
545696,31.30,54.41,9.493,0.788,4.853,-0.176,-0.001,-0.140,10.691,9.972
545744,31.28,54.43,8.631,0.687,4.908,-0.146,0.143,-0.072,9.953,9.970
545797,31.29,54.40,7.989,0.563,4.843,-0.140,0.284,-0.073,9.360,9.909
545845,31.28,54.43,8.689,0.766,4.894,-0.004,-0.098,0.058,10.001,9.918
545897,31.29,54.40,8.313,0.680,4.949,0.215,0.031,0.210,9.698,9.896
545947,31.30,54.43,8.396,0.721,5.461,0.223,0.184,0.123,10.042,9.911
545998,31.28,54.43,8.353,0.630,4.968,0.189,0.211,0.094,9.739,9.894
546049,31.30,54.45,8.619,0.845,5.667,0.204,0.137,0.073,10.350,9.939
546097,31.28,54.42,8.365,0.687,5.306,0.128,0.064,0.017,9.930,9.938
546146,31.29,54.41,8.428,0.405,5.413,0.180,0.265,-0.020,10.025,9.947
546195,31.28,54.38,8.483,0.917,5.775,0.213,0.147,0.007,10.303,9.982
546244,31.28,54.40,8.274,0.972,5.387,0.224,0.080,-0.033,9.921,9.976
546294,31.28,54.43,8.246,1.082,5.856,0.226,0.007,-0.052,10.171,9.996
546344,31.26,54.44,8.490,0.809,5.768,0.125,-0.062,-0.108,10.296,10.026
546394,31.28,54.42,8.619,0.917,5.531,-0.109,-0.074,-0.095,10.282,10.051
546444,31.26,54.38,8.423,0.836,5.380,0.056,0.038,-0.102,10.029,10.049
546494,31.28,54.37,8.499,0.802,5.507,0.067,0.039,-0.048,10.159,10.060
546544,31.28,54.41,8.329,0.891,5.322,0.036,0.059,-0.022,9.925,10.047
546594,31.27,54.37,8.291,0.740,5.497,0.054,0.072,-0.030,9.975,10.039
546644,31.28,54.37,8.080,0.644,5.452,0.051,0.130,-0.022,9.769,10.012
546694,31.25,54.37,8.073,0.527,5.744,0.055,0.124,0.059,9.922,10.003
546744,31.26,54.37,8.277,0.479,5.950,0.118,0.002,0.023,10.204,10.023
546794,31.27,54.38,8.353,0.484,5.753,0.083,-0.028,0.089,10.154,10.037
546844,31.27,54.39,8.274,0.555,5.787,0.277,0.001,0.093,10.112,10.044
546894,31.28,54.37,8.502,0.745,6.134,0.124,-0.056,0.109,10.510,10.091
546944,31.26,54.37,8.274,0.821,5.950,0.131,0.072,0.094,10.224,10.104
546994,31.26,54.38,8.351,0.711,6.067,0.166,0.094,0.075,10.347,10.128
547044,31.26,54.39,8.140,0.725,5.940,0.168,0.010,0.151,10.103,10.126
547095,31.27,54.39,8.303,0.967,5.705,0.140,0.038,0.159,10.121,10.125
547144,31.26,54.42,8.516,0.950,5.854,0.270,0.129,0.174,10.378,10.151
